id	component	source_file	offset	raw_len	slot_len	raw_hex	jp_text	jp_key	zh_text	translation_source	encoded_hex	encoded_len	capacity_delta	missing_chars	status	notes
menu_overlay_0001_01EFF4	overlay_0001	overlay/overlay_0001.bin	0x1EFF4	6	8	82 C9 82 B0 82 E9	にげる	にげる	逃跑	local_menu_dictionary	97 8C 93 9D	4	4		ready	
menu_overlay_0001_01EFFC	overlay_0001	overlay/overlay_0001.bin	0x1EFFC	8	12	82 DA 82 A4 82 AC 82 E5	ぼうぎょ	ぼうぎょ	防御	local_menu_dictionary	94 C5 96 4E	4	8		ready	
menu_overlay_0001_01F008	overlay_0001	overlay/overlay_0001.bin	0x1F008	6	8	82 A2 82 C7 82 A4	いどう	いどう	移动	local_menu_dictionary	90 8F 90 90	4	4		ready	
menu_overlay_0001_01F010	overlay_0001	overlay/overlay_0001.bin	0x1F010	6	8	82 E0 82 C7 82 B7	もどす	もどす	放回	local_menu_dictionary	94 B4 91 4A	4	4		ready	
menu_overlay_0002_0128B8	overlay_0002	overlay/overlay_0002.bin	0x128B8	38	132	81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 82 F0 81 40 82 C4 82 C9 82 A2 82 EA 82 BD 81 49	　　　　　　　　　　　を　てにいれた！	を　てにいれた！	获得了！	local_menu_dictionary	96 F1 93 80 90 DD 90 43	8	124		ready	
menu_overlay_0002_01293C	overlay_0002	overlay/overlay_0002.bin	0x1293C	36	100	81 40 83 4B 83 7D 82 BF 82 E1 82 F1 82 F0 82 B7 82 D7 82 C4 82 A0 82 C2 82 DF 82 DC 82 B5 82 BD 81 49 81 49	　ガマちゃんをすべてあつめました！！	ガマちゃんをすべてあつめました！！	蛤蟆全收集！！	local_menu_dictionary	95 BE 95 BF 90 D5 91 48 91 AE 90 43 90 43	14	86		ready	
menu_overlay_0002_012C12	overlay_0002	overlay/overlay_0002.bin	0x12C12	6	10	82 A2 82 A2 82 A6	いいえ	いいえ	否	local_menu_dictionary	96 71	2	8		ready	
menu_overlay_0002_012C42	overlay_0002	overlay/overlay_0002.bin	0x12C42	6	10	82 E2 82 DF 82 E9	やめる	やめる	退出	local_menu_dictionary	90 AD 90 EA	4	6		ready	
menu_overlay_0002_012C78	overlay_0002	overlay/overlay_0002.bin	0x12C78	6	12	82 E2 82 DF 82 E9	やめる	やめる	退出	local_menu_dictionary	90 AD 90 EA	4	8		ready	
menu_overlay_0003_042A60	overlay_0003	overlay/overlay_0003.bin	0x42A60	24	28	82 4F 82 50 82 51 82 52 82 53 82 54 82 55 82 56 82 57 82 58 81 48 81 5B	０１２３４５６７８９？ー	０１２３４５６７８９？ー	０１２３４５６７８９？ー	local_menu_dictionary	82 4F 98 99 98 9B 96 7E 96 76 98 9E 98 9F 82 56 82 57 82 58 91 7B 81 5B	24	4		ready	
menu_overlay_0003_042A9C	overlay_0003	overlay/overlay_0003.bin	0x42A9C	24	28	82 4F 82 50 82 51 82 52 82 53 82 54 82 55 82 56 82 57 82 58 81 48 81 5B	０１２３４５６７８９？ー	０１２３４５６７８９？ー	０１２３４５６７８９？ー	local_menu_dictionary	82 4F 98 99 98 9B 96 7E 96 76 98 9E 98 9F 82 56 82 57 82 58 91 7B 81 5B	24	4		ready	
menu_overlay_0003_043D48	overlay_0003	overlay/overlay_0003.bin	0x43D48	4	8	82 DD 82 E9	みる	みる	查看	local_menu_dictionary	90 E1 90 8B	4	4		ready	
menu_overlay_0003_043D50	overlay_0003	overlay/overlay_0003.bin	0x43D50	6	8	82 C2 82 A9 82 A4	つかう	つかう	使用	local_menu_dictionary	90 CB 90 66	4	4		ready	
menu_overlay_0003_043D7C	overlay_0003	overlay/overlay_0003.bin	0x43D7C	6	8	25 73 82 CC 81 40	%sの　	%sの	%s的	local_menu_dictionary	25 73 90 72	4	4		ready	
menu_overlay_0003_043D84	overlay_0003	overlay/overlay_0003.bin	0x43D84	8	12	91 53 91 CC 82 CC 81 40	全体の　	全体の	全体的	local_menu_dictionary	90 D5 93 69 90 72	6	6		ready	
menu_overlay_0003_043D90	overlay_0003	overlay/overlay_0003.bin	0x43D90	40	44	25 73 83 58 83 5E 83 7E 83 69 82 C6 81 40 83 60 83 83 83 4E 83 89 82 AA 81 40 82 A9 82 A2 82 D3 82 AD 82 B5 82 BD 81 49	%sスタミナと　チャクラが　かいふくした！	%sスタミナと　チャクラが　かいふくした！	%s体力和查克拉恢复了！	local_menu_dictionary	25 73 93 69 90 F3 90 78 90 E1 90 E2 90 E4 96 75 96 72 90 DD 90 43	22	22		ready	
menu_overlay_0003_043DBC	overlay_0003	overlay/overlay_0003.bin	0x43DBC	28	32	25 73 83 58 83 5E 83 7E 83 69 82 AA 81 40 82 A9 82 A2 82 D3 82 AD 82 B5 82 BD 81 49	%sスタミナが　かいふくした！	%sスタミナが　かいふくした！	%s体力恢复了！	local_menu_dictionary	25 73 93 69 90 F3 96 75 96 72 90 DD 90 43	14	18		ready	
menu_overlay_0003_043DDC	overlay_0003	overlay/overlay_0003.bin	0x43DDC	28	32	25 73 83 60 83 83 83 4E 83 89 82 AA 81 40 82 A9 82 A2 82 D3 82 AD 82 B5 82 BD 81 49	%sチャクラが　かいふくした！	%sチャクラが　かいふくした！	%s查克拉恢复了！	local_menu_dictionary	25 73 90 E1 90 E2 90 E4 96 75 96 72 90 DD 90 43	16	16		ready	
menu_overlay_0003_043DFC	overlay_0003	overlay/overlay_0003.bin	0x43DFC	32	36	25 73 82 B3 82 A2 82 BE 82 A2 83 58 83 5E 83 7E 83 69 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sさいだいスタミナが　%sふえた！	%sさいだいスタミナが　%sふえた！	%s最大体力增加%s！	local_menu_dictionary	25 73 90 D1 92 6A 93 69 90 F3 90 AB 90 AC 25 73 90 43	18	18		ready	
menu_overlay_0003_043E20	overlay_0003	overlay/overlay_0003.bin	0x43E20	32	36	25 73 82 B3 82 A2 82 BE 82 A2 83 60 83 83 83 4E 83 89 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sさいだいチャクラが　%sふえた！	%sさいだいチャクラが　%sふえた！	%s最大查克拉增加%s！	local_menu_dictionary	25 73 90 D1 92 6A 90 E1 90 E2 90 E4 90 AB 90 AC 25 73 90 43	20	16		ready	
menu_overlay_0003_043E44	overlay_0003	overlay/overlay_0003.bin	0x43E44	26	28	25 73 82 B1 82 A4 82 B0 82 AB 97 CD 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sこうげき力が　%sふえた！	%sこうげき力が　%sふえた！	%s攻击力增加%s！	local_menu_dictionary	25 73 90 44 90 45 90 F3 90 AB 90 AC 25 73 90 43	16	12		ready	
menu_overlay_0003_043E60	overlay_0003	overlay/overlay_0003.bin	0x43E60	26	28	25 73 82 DA 82 A4 82 AC 82 E5 97 CD 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sぼうぎょ力が　%sふえた！	%sぼうぎょ力が　%sふえた！	%s防御力增加%s！	local_menu_dictionary	25 73 94 C5 96 4E 90 F3 90 AB 90 AC 25 73 90 43	16	12		ready	
menu_overlay_0003_043E7C	overlay_0003	overlay/overlay_0003.bin	0x43E7C	24	28	25 73 82 B7 82 CE 82 E2 82 B3 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sすばやさが　%sふえた！	%sすばやさが　%sふえた！	%s速度增加%s！	local_menu_dictionary	25 73 96 57 95 84 90 AB 90 AC 25 73 90 43	14	14		ready	
menu_overlay_0003_043E98	overlay_0003	overlay/overlay_0003.bin	0x43E98	26	28	25 73 82 C9 82 F1 82 E8 82 E5 82 AD 82 AA 81 40 25 73 82 D3 82 A6 82 BD 81 49	%sにんりょくが　%sふえた！	%sにんりょくが　%sふえた！	%s忍力增加%s！	local_menu_dictionary	25 73 90 C6 90 F3 90 AB 90 AC 25 73 90 43	14	14		ready	
menu_overlay_0003_043EB4	overlay_0003	overlay/overlay_0003.bin	0x43EB4	22	24	25 73 82 E2 82 E9 82 AB 82 AA 81 40 82 A0 82 AA 82 C1 82 BD 81 49	%sやるきが　あがった！	%sやるきが　あがった！	%s干劲提升！	local_menu_dictionary	25 73 92 62 93 98 90 B5 90 B7 90 43	12	12		ready	
menu_overlay_0003_043ECC	overlay_0003	overlay/overlay_0003.bin	0x43ECC	22	24	25 73 82 E2 82 E9 82 AB 82 AA 81 40 82 B3 82 AA 82 C1 82 BD 81 49	%sやるきが　さがった！	%sやるきが　さがった！	%s干劲下降！	local_menu_dictionary	25 73 92 62 93 98 90 8E 96 6D 90 43	12	12		ready	
menu_overlay_0003_043F20	overlay_0003	overlay/overlay_0003.bin	0x43F20	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_043F4C	overlay_0003	overlay/overlay_0003.bin	0x43F4C	6	8	25 73 82 F0 81 40	%sを　	%sを	%s	local_menu_dictionary	25 73	2	6		ready	
menu_overlay_0003_043F54	overlay_0003	overlay/overlay_0003.bin	0x43F54	8	12	83 67 83 93 83 67 83 93	トントン	トントン	豚豚	local_menu_dictionary	96 89 96 89	4	8		ready	
menu_overlay_0003_043F60	overlay_0003	overlay/overlay_0003.bin	0x43F60	6	8	25 73 82 F0 81 40	%sを　	%sを	%s	local_menu_dictionary	25 73	2	6		ready	
menu_overlay_0003_043F68	overlay_0003	overlay/overlay_0003.bin	0x43F68	6	8	83 4B 83 7D 8B 67	ガマ吉	ガマ吉	蛤蟆吉	local_menu_dictionary	95 BE 95 BF 92 EE	6	2		ready	
menu_overlay_0003_043F70	overlay_0003	overlay/overlay_0003.bin	0x43F70	6	8	25 73 82 F0 81 40	%sを　	%sを	%s	local_menu_dictionary	25 73	2	6		ready	
menu_overlay_0003_043F78	overlay_0003	overlay/overlay_0003.bin	0x43F78	6	8	83 4B 83 7D 97 B3	ガマ竜	ガマ竜	蛤蟆龙	local_menu_dictionary	95 BE 95 BF 91 8C	6	2		ready	
menu_overlay_0003_043F80	overlay_0003	overlay/overlay_0003.bin	0x43F80	6	8	25 73 82 F0 81 40	%sを　	%sを	%s	local_menu_dictionary	25 73	2	6		ready	
menu_overlay_0003_043F88	overlay_0003	overlay/overlay_0003.bin	0x43F88	6	8	83 4A 83 63 83 86	カツユ	カツユ	蛞蝓	local_menu_dictionary	99 46 96 87	4	4		ready	
menu_overlay_0003_043F90	overlay_0003	overlay/overlay_0003.bin	0x43F90	6	8	25 73 82 F0 81 40	%sを　	%sを	%s	local_menu_dictionary	25 73	2	6		ready	
menu_overlay_0003_043F98	overlay_0003	overlay/overlay_0003.bin	0x43F98	8	12	83 70 83 62 83 4E 83 93	パックン	パックン	帕克	local_menu_dictionary	96 88 90 E2	4	8		ready	
menu_overlay_0003_043FA4	overlay_0003	overlay/overlay_0003.bin	0x43FA4	14	16	25 73 8C FB 82 E6 82 B9 82 B5 82 BD 81 49	%s口よせした！	%s口よせした！	%s通灵了！	local_menu_dictionary	25 73 90 FC 90 BD 90 DD 90 43	10	6		ready	
menu_overlay_0003_043FB4	overlay_0003	overlay/overlay_0003.bin	0x43FB4	6	8	25 73 82 CC 81 40	%sの　	%sの	%s的	local_menu_dictionary	25 73 90 72	4	4		ready	
menu_overlay_0003_043FBC	overlay_0003	overlay/overlay_0003.bin	0x43FBC	8	12	91 53 91 CC 82 CC 81 40	全体の　	全体の	全体的	local_menu_dictionary	90 D5 93 69 90 72	6	6		ready	
menu_overlay_0003_043FC8	overlay_0003	overlay/overlay_0003.bin	0x43FC8	28	48	25 73 83 58 83 5E 83 7E 83 69 82 AA 81 40 82 A9 82 A2 82 D3 82 AD 82 B5 82 BD 81 49	%sスタミナが　かいふくした！	%sスタミナが　かいふくした！	%s体力恢复了！	local_menu_dictionary	25 73 93 69 90 F3 96 75 96 72 90 DD 90 43	14	34		ready	
menu_overlay_0003_043FF8	overlay_0003	overlay/overlay_0003.bin	0x43FF8	8	12	82 B5 82 E5 82 A4 82 D0	しょうひ	しょうひ	消耗	local_menu_dictionary	90 86 97 6F	4	8		ready	
menu_overlay_0003_044004	overlay_0003	overlay/overlay_0003.bin	0x44004	14	16	81 40 81 40 81 40 81 40 25 73 81 5E 25 73	　　　　%s／%s	%s／%s	%s／%s	local_menu_dictionary	25 73 81 5E 25 73	6	10		ready	
menu_overlay_0003_044014	overlay_0003	overlay/overlay_0003.bin	0x44014	16	20	81 40 81 40 81 40 81 40 81 40 25 73 81 5E 25 73	　　　　　%s／%s	%s／%s	%s／%s	local_menu_dictionary	25 73 81 5E 25 73	6	14		ready	
menu_overlay_0003_044028	overlay_0003	overlay/overlay_0003.bin	0x44028	12	16	82 C9 82 F1 82 E8 82 E5 82 AD 81 46	にんりょく：	にんりょく：	忍力：	local_menu_dictionary	90 C6 90 F3 98 8F	6	10		ready	
menu_overlay_0003_044074	overlay_0003	overlay/overlay_0003.bin	0x44074	4	8	91 4F 81 46	前：	前：	前：	local_menu_dictionary	90 A0 98 8F	4	4		ready	
menu_overlay_0003_04407C	overlay_0003	overlay/overlay_0003.bin	0x4407C	6	8	81 40 92 86 81 46	　中：	中：	中：	local_menu_dictionary	90 9E 98 8F	4	4		ready	
menu_overlay_0003_044084	overlay_0003	overlay/overlay_0003.bin	0x44084	6	8	81 40 8C E3 81 46	　後：	後：	后：	local_menu_dictionary	90 70 98 8F	4	4		ready	
menu_overlay_0003_0440C0	overlay_0003	overlay/overlay_0003.bin	0x440C0	10	12	82 B7 82 CE 82 E2 82 B3 25 73	すばやさ%s	すばやさ%s	速度%s	local_menu_dictionary	96 57 95 84 25 73	6	6		ready	
menu_overlay_0003_0441A4	overlay_0003	overlay/overlay_0003.bin	0x441A4	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_0441D8	overlay_0003	overlay/overlay_0003.bin	0x441D8	8	12	8F 70 82 F0 82 DD 82 E9	術をみる	術をみる	查看术	local_menu_dictionary	90 E1 90 8B 90 C7	6	6		ready	
menu_overlay_0003_044200	overlay_0003	overlay/overlay_0003.bin	0x44200	14	16	82 B5 82 CC 82 D1 8E 44 82 F0 82 DD 82 E9	しのび札をみる	しのび札をみる	查看忍识卡	local_menu_dictionary	90 E1 90 8B 90 C6 98 79 92 48	10	6		ready	
menu_overlay_0003_04423C	overlay_0003	overlay/overlay_0003.bin	0x4423C	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_044244	overlay_0003	overlay/overlay_0003.bin	0x44244	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_04424C	overlay_0003	overlay/overlay_0003.bin	0x4424C	8	12	82 B5 82 E5 82 A4 82 D0	しょうひ	しょうひ	消耗	local_menu_dictionary	90 86 97 6F	4	8		ready	
menu_overlay_0003_044258	overlay_0003	overlay/overlay_0003.bin	0x44258	8	12	82 B5 82 E5 82 A4 82 D0	しょうひ	しょうひ	消耗	local_menu_dictionary	90 86 97 6F	4	8		ready	
menu_overlay_0003_044264	overlay_0003	overlay/overlay_0003.bin	0x44264	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_04426C	overlay_0003	overlay/overlay_0003.bin	0x4426C	6	8	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	4		ready	
menu_overlay_0003_044274	overlay_0003	overlay/overlay_0003.bin	0x44274	8	16	82 B5 82 E5 82 A4 82 D0	しょうひ	しょうひ	消耗	local_menu_dictionary	90 86 97 6F	4	12		ready	
menu_overlay_0003_0442A0	overlay_0003	overlay/overlay_0003.bin	0x442A0	28	32	82 B1 82 A4 82 B0 82 AB 81 40 82 DA 82 A4 82 AC 82 E5 81 40 82 B7 82 CE 82 E2 82 B3	こうげき　ぼうぎょ　すばやさ	こうげき　ぼうぎょ　すばやさ	攻击　防御　速度	local_menu_dictionary	90 44 90 45 94 91 94 C5 96 4E 94 91 96 57 95 84	16	16		ready	
menu_overlay_0003_0442C0	overlay_0003	overlay/overlay_0003.bin	0x442C0	8	12	81 40 25 73 81 5E 25 73	　%s／%s	%s／%s	%s／%s	local_menu_dictionary	25 73 81 5E 25 73	6	6		ready	
menu_overlay_0003_0442CC	overlay_0003	overlay/overlay_0003.bin	0x442CC	8	16	81 40 25 73 81 5E 25 73	　%s／%s	%s／%s	%s／%s	local_menu_dictionary	25 73 81 5E 25 73	6	10		ready	
menu_overlay_0003_0442F4	overlay_0003	overlay/overlay_0003.bin	0x442F4	10	12	83 82 83 93 83 58 83 5E 81 5B	モンスター	モンスター	怪物	local_menu_dictionary	94 BE 95 DA	4	8		ready	
menu_overlay_0003_044300	overlay_0003	overlay/overlay_0003.bin	0x44300	10	12	82 BB 82 A4 82 D1 82 C8 82 B5	そうびなし	そうびなし	无装备	local_menu_dictionary	91 4C 90 FA 90 FB	6	6		ready	
menu_overlay_0003_04430C	overlay_0003	overlay/overlay_0003.bin	0x4430C	98	108	82 D4 82 AB 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 82 DA 82 A4 82 AE 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 82 AB 82 E1 82 CD 82 F1 81 40 81 40 81 40	ぶき　　　　　　　　　　　　　　　　　　　ぼうぐ　　　　　　　　　　　　　　　　　　きゃはん　　　	ぶき　　　　　　　　　　　　　　　　　　　ぼうぐ　　　　　　　　　　　　　　　　　　きゃはん	武器　　　　　　　　　　　　　　　　　　　防具　　　　　　　　　　　　　　　　　　护腿	local_menu_dictionary	92 EF 95 C8 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 C5 90 D0 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 94 91 96 46 96 53	86	22		ready	
menu_overlay_0003_044390	overlay_0003	overlay/overlay_0003.bin	0x44390	16	20	81 40 81 40 81 40 81 40 81 40 82 C7 82 A4 82 AE	　　　　　どうぐ	どうぐ	道具	local_menu_dictionary	90 CF 90 D0	4	16		ready	
menu_overlay_0003_0443A4	overlay_0003	overlay/overlay_0003.bin	0x443A4	16	20	81 40 81 40 81 40 81 40 81 40 82 BB 82 A4 82 D1	　　　　　そうび	そうび	装备	local_menu_dictionary	90 FA 90 FB	4	16		ready	
menu_overlay_0003_0443B8	overlay_0003	overlay/overlay_0003.bin	0x443B8	16	20	81 40 81 40 81 40 81 40 81 40 82 B6 82 E3 82 C2	　　　　　じゅつ	じゅつ	忍术	local_menu_dictionary	90 C6 90 C7	4	16		ready	
menu_overlay_0003_0443CC	overlay_0003	overlay/overlay_0003.bin	0x443CC	18	20	81 40 81 40 81 40 81 40 81 40 83 81 83 93 83 6F 81 5B	　　　　　メンバー	メンバー	成员	local_menu_dictionary	90 A4 91 B9	4	16		ready	
menu_overlay_0003_0443E0	overlay_0003	overlay/overlay_0003.bin	0x443E0	18	20	81 40 81 40 81 40 81 40 81 40 82 B6 82 F1 82 AF 82 A2	　　　　　じんけい	じんけい	阵型	local_menu_dictionary	90 98 95 EB	4	16		ready	
menu_overlay_0003_0443F4	overlay_0003	overlay/overlay_0003.bin	0x443F4	18	20	81 40 81 40 81 40 81 40 81 40 83 86 81 5B 83 55 81 5B	　　　　　ユーザー	ユーザー	用户	local_menu_dictionary	90 66 96 E3	4	16		ready	
menu_overlay_0003_044408	overlay_0003	overlay/overlay_0003.bin	0x44408	18	20	81 40 81 40 81 40 81 40 81 40 82 B5 82 CC 82 D1 8E 44	　　　　　しのび札	しのび札	忍识卡	local_menu_dictionary	90 C6 98 79 92 48	6	14		ready	
menu_overlay_0003_04441C	overlay_0003	overlay/overlay_0003.bin	0x4441C	20	24	81 40 81 40 81 40 81 40 81 40 83 58 83 65 81 5B 83 5E 83 58	　　　　　ステータス	ステータス	状态	local_menu_dictionary	95 DF 96 4D	4	20		ready	
menu_overlay_0003_044478	overlay_0003	overlay/overlay_0003.bin	0x44478	26	28	81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48 81 48	？？？？？？？？？？？？？	？？？？？？？？？？？？？	？？？？？？？？？？？？？	local_menu_dictionary	91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B 91 7B	26	2		ready	
menu_overlay_0003_04449C	overlay_0003	overlay/overlay_0003.bin	0x4449C	6	8	82 CD 82 B8 82 B7	はずす	はずす	卸下	local_menu_dictionary	99 F9 90 8E	4	4		ready	
menu_overlay_0003_0444A4	overlay_0003	overlay/overlay_0003.bin	0x444A4	20	24	82 BD 82 A2 82 B9 82 A2 82 AF 82 A2 82 B5 82 CC 82 D1 8E 44	たいせいけいしのび札	たいせいけいしのび札	体术系忍识卡	local_menu_dictionary	93 69 90 C7 90 C5 90 C6 98 79 92 48	12	12		ready	
menu_overlay_0003_0444BC	overlay_0003	overlay/overlay_0003.bin	0x444BC	20	24	82 C6 82 AD 82 B5 82 E3 82 AF 82 A2 82 B5 82 CC 82 D1 8E 44	とくしゅけいしのび札	とくしゅけいしのび札	特殊系忍识卡	local_menu_dictionary	92 4D 95 CE 90 C5 90 C6 98 79 92 48	12	12		ready	
menu_overlay_0003_0444D4	overlay_0003	overlay/overlay_0003.bin	0x444D4	22	24	83 58 83 65 81 5B 83 5E 83 58 82 AF 82 A2 82 B5 82 CC 82 D1 8E 44	ステータスけいしのび札	ステータスけいしのび札	状态系忍识卡	local_menu_dictionary	95 DF 96 4D 90 C5 90 C6 98 79 92 48	12	12		ready	
menu_overlay_0003_0444EC	overlay_0003	overlay/overlay_0003.bin	0x444EC	22	44	82 C9 82 F1 82 B6 82 E3 82 C2 82 AF 82 A2 82 B5 82 CC 82 D1 8E 44	にんじゅつけいしのび札	にんじゅつけいしのび札	忍术系忍识卡	local_menu_dictionary	90 C6 90 C7 90 C5 90 C6 98 79 92 48	12	32		ready	
menu_overlay_0003_04454C	overlay_0003	overlay/overlay_0003.bin	0x4454C	6	12	82 B1 82 B7 82 A4	こすう	こすう	数量	local_menu_dictionary	96 6C 91 A2	4	8		ready	
menu_overlay_0003_04457C	overlay_0003	overlay/overlay_0003.bin	0x4457C	4	8	81 5E 25 73	／%s	／%s	／%s	local_menu_dictionary	81 5E 25 73	4	4		ready	
menu_overlay_0003_044584	overlay_0003	overlay/overlay_0003.bin	0x44584	100	104	81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 83 58 83 5E 83 7E 83 69 81 40 83 60 83 83 83 4E 83 89 81 40 81 40 81 40 81 40 81 40 81 40 82 B1 82 A4 82 B0 82 AB 81 40 82 DA 82 A4 82 AC 82 E5 81 40 82 B7 82 CE 82 E2 82 B3 81 40 81 40 81 40 81 40 81 40 81 40 82 C9 82 F1 82 E8 82 E5 82 AD	　　　　　　　　　　スタミナ　チャクラ　　　　　　こうげき　ぼうぎょ　すばやさ　　　　　　にんりょく	スタミナ　チャクラ　　　　　　こうげき　ぼうぎょ　すばやさ　　　　　　にんりょく	体力　查克拉　　　　　　攻击　防御　速度　　　　　　忍力	local_menu_dictionary	93 69 90 F3 94 91 90 E1 90 E2 90 E4 94 91 94 91 94 91 94 91 94 91 94 91 90 44 90 45 94 91 94 C5 96 4E 94 91 96 57 95 84 94 91 94 91 94 91 94 91 94 91 94 91 90 C6 90 F3	56	48		ready	
menu_overlay_0003_04462C	overlay_0003	overlay/overlay_0003.bin	0x4462C	18	28	82 BD 82 A2 82 BF 82 E5 82 A4 82 B9 82 C1 82 C4 82 A2	たいちょうせってい	たいちょうせってい	队长设置	local_menu_dictionary	94 9E 94 5B 92 C5 90 9D	8	20		ready	
menu_overlay_0003_0446A0	overlay_0003	overlay/overlay_0003.bin	0x446A0	6	8	82 CD 82 A2 81 40	はい　	はい	是	local_menu_dictionary	90 96	2	6		ready	
menu_overlay_0003_0446A8	overlay_0003	overlay/overlay_0003.bin	0x446A8	6	8	82 A2 82 A2 82 A6	いいえ	いいえ	否	local_menu_dictionary	96 71	2	6		ready	
menu_overlay_0003_0446EC	overlay_0003	overlay/overlay_0003.bin	0x446EC	4	8	82 B3 82 C6	さと	さと	村子	local_menu_dictionary	91 C0 91 BD	4	4		ready	
menu_overlay_0003_0446F4	overlay_0003	overlay/overlay_0003.bin	0x446F4	6	8	82 C8 82 DC 82 A6	なまえ	なまえ	名字	local_menu_dictionary	94 5F 90 69	4	4		ready	
menu_overlay_0003_0446FC	overlay_0003	overlay/overlay_0003.bin	0x446FC	8	12	82 D0 82 C6 82 B1 82 C6	ひとこと	ひとこと	一句话	local_menu_dictionary	90 74 93 7D 90 F1	6	6		ready	
menu_overlay_0003_044708	overlay_0003	overlay/overlay_0003.bin	0x44708	12	16	97 A2 82 CC 82 B9 82 C1 82 C4 82 A2	里のせってい	里のせってい	村子设置	local_menu_dictionary	91 C0 91 BD 92 C5 90 9D	8	8		ready	
menu_overlay_0003_044718	overlay_0003	overlay/overlay_0003.bin	0x44718	12	16	83 8A 83 58 83 67 82 F0 82 DD 82 E9	リストをみる	リストをみる	查看列表	local_menu_dictionary	90 E1 90 8B 96 B5 95 76	8	8		ready	
menu_overlay_0003_044728	overlay_0003	overlay/overlay_0003.bin	0x44728	14	16	82 C6 82 E0 82 BE 82 BF 83 8A 83 58 83 67	ともだちリスト	ともだちリスト	好友列表	local_menu_dictionary	90 D2 96 98 96 B5 95 76	8	8		ready	
menu_overlay_0003_044738	overlay_0003	overlay/overlay_0003.bin	0x44738	16	20	82 C8 82 DC 82 A6 82 CC 82 B9 82 C1 82 C4 82 A2	なまえのせってい	なまえのせってい	名字设置	local_menu_dictionary	94 5F 90 69 92 C5 90 9D	8	12		ready	
menu_overlay_0003_04474C	overlay_0003	overlay/overlay_0003.bin	0x4474C	16	20	82 BD 82 A2 82 B9 82 F1 82 B9 82 A2 82 B9 82 AB	たいせんせいせき	たいせんせいせき	对战成绩	local_menu_dictionary	90 C1 90 DB 90 A4 97 5A	8	12		ready	
menu_overlay_0003_044760	overlay_0003	overlay/overlay_0003.bin	0x44760	16	20	82 C8 82 DC 82 A6 82 CC 82 D6 82 F1 82 B1 82 A4	なまえのへんこう	なまえのへんこう	更改名字	local_menu_dictionary	91 82 99 77 94 5F 90 69	8	12		ready	
menu_overlay_0003_044774	overlay_0003	overlay/overlay_0003.bin	0x44774	16	20	83 8A 83 58 83 67 82 A9 82 E7 82 CD 82 B8 82 B7	リストからはずす	リストからはずす	从列表移除	local_menu_dictionary	90 B3 96 B5 95 76 90 8F 98 67	10	10		ready	
menu_overlay_0003_044788	overlay_0003	overlay/overlay_0003.bin	0x44788	16	20	82 BD 82 A2 82 B9 82 F1 82 B9 82 C1 82 C4 82 A2	たいせんせってい	たいせんせってい	对战设置	local_menu_dictionary	90 C1 90 DB 92 C5 90 9D	8	12		ready	
menu_overlay_0003_04479C	overlay_0003	overlay/overlay_0003.bin	0x4479C	16	20	82 B9 82 A2 82 B9 82 AB 82 A9 82 AD 82 C9 82 F1	せいせきかくにん	せいせきかくにん	确认成绩	local_menu_dictionary	90 62 91 98 90 A4 97 5A	8	12		ready	
