char	unicode_hex	code_hex	modes	frequency	first_seen_chunk	first_seen_row	source_count	notes
关	U+5173	0x8A4C	1x1,1x2	71	chunk_0009	10	70	provisional
俊	U+4FCA	0x8A4D	1x1,1x2	5	chunk_0009	10	5	provisional
桃	U+6843	0x8A4E	1x1,1x2	3	chunk_0009	11	3	provisional
斩	U+65A9	0x8A4F	1x1,1x2	16	chunk_0009	11	14	provisional
浅	U+6D45	0x8A50	1x1,1x2	1	chunk_0009	11	1	provisional
配	U+914D	0x8A51	1x1,1x2	13	chunk_0009	12	13	provisional
音	U+97F3	0x8A52	1x1,1x2	38	chunk_0009	12	35	provisional
宇	U+5B87	0x8A53	1x1,1x2	8	chunk_0009	12	7	provisional
智	U+667A	0x8A54	1x1,1x2	21	chunk_0009	12	20	provisional
波	U+6CE2	0x8A55	1x1,1x2	16	chunk_0009	12	15	provisional
鼬	U+9F2C	0x8A56	1x1,1x2	25	chunk_0009	12	25	provisional
干	U+5E72	0x8A57	1x1,1x2	51	chunk_0009	12	50	provisional
柿	U+67FF	0x8A59	1x1,1x2	3	chunk_0009	12	3	provisional
鬼	U+9B3C	0x8A5A	1x1,1x2	37	chunk_0009	12	31	provisional
鲛	U+9C9B	0x8A5B	1x1,1x2	14	chunk_0009	12	14	provisional
檀	U+6A80	0x8A5C	1x1,1x2	1	chunk_0009	12	1	provisional
臣	U+81E3	0x8A5D	1x1,1x2	1	chunk_0009	12	1	provisional
幸	U+5E78	0x8A5E	1x1,1x2	12	chunk_0009	12	11	provisional
大	U+5927	0x8A5F	1x1,1x2	391	chunk_0009	13	318	provisional
塚	U+585A	0x8A61	1x1,1x2	1	chunk_0009	13	1	provisional
芳	U+82B3	0x8A62	1x1,1x2	1	chunk_0009	13	1	provisional
忠	U+5FE0	0x8A63	1x1,1x2	14	chunk_0009	13	12	provisional
纲	U+7EB2	0x8A64	1x1,1x2	47	chunk_0009	13	47	provisional
胜	U+80DC	0x8A65	1x1,1x2	20	chunk_0009	13	18	provisional
生	U+751F	0x8A66	1x1,1x2	81	chunk_0009	13	72	provisional
沙	U+6C99	0x8A67	1x1,1x2	23	chunk_0009	13	23	provisional
蛇	U+86C7	0x8A68	1x1,1x2	34	chunk_0009	13	31	provisional
鲸	U+9CB8	0x8A69	1x1,1x2	1	chunk_0009	13	1	provisional
杉	U+6749	0x8A6A	1x1,1x2	1	chunk_0009	15	1	provisional
纪	U+7EAA	0x8A6B	1x1,1x2	3	chunk_0009	15	3	provisional
三	U+4E09	0x8A6C	1x1,1x2	105	chunk_0009	17	96	provisional
代	U+4EE3	0x8A6D	1x1,1x2	66	chunk_0009	17	56	provisional
目	U+76EE	0x8A6E	1x1,1x2	29	chunk_0009	17	26	provisional
火	U+706B	0x8A6F	1x1,1x2	205	chunk_0009	17	165	provisional
影	U+5F71	0x8A70	1x1,1x2	214	chunk_0009	17	192	provisional
猿	U+733F	0x8A71	1x1,1x2	10	chunk_0009	17	10	provisional
飞	U+98DE	0x8A72	1x1,1x2	15	chunk_0009	17	13	provisional
柴	U+67F4	0x8A73	1x1,1x2	1	chunk_0009	17	1	provisional
秀	U+79C0	0x8A74	1x1,1x2	2	chunk_0009	17	2	provisional
资	U+8D44	0x8A75	1x1,1x2	3	chunk_0009	18	3	provisional
深	U+6DF1	0x8A76	1x1,1x2	2	chunk_0009	18	2	provisional
执	U+6267	0x8A78	1x1,1x2	8	chunk_0009	18	7	provisional
制	U+5236	0x8A7A	1x1,1x2	36	chunk_0009	18	35	provisional
富	U+5BCC	0x8A7B	1x1,1x2	4	chunk_0009	18	4	provisional
神	U+795E	0x8A7C	1x1,1x2	28	chunk_0009	18	24	provisional
尾	U+5C3E	0x8A7D	1x1,1x2	23	chunk_0009	18	23	provisional
旬	U+65EC	0x8A7E	1x1,1x2	1	chunk_0009	18	1	provisional
治	U+6CBB	0x8A80	1x1,1x2	24	chunk_0009	18	21	provisional
经	U+7ECF	0x8A81	1x1,1x2	66	chunk_0009	18	61	provisional
理	U+7406	0x8A82	1x1,1x2	19	chunk_0009	18	19	provisional
冈	U+5188	0x8A83	1x1,1x2	12	chunk_0009	18	10	provisional
广	U+5E7F	0x8A84	1x1,1x2	8	chunk_0009	18	8	provisional
横	U+6A2A	0x8A85	1x1,1x2	1	chunk_0009	19	1	provisional
卓	U+5353	0x8A86	1x1,1x2	2	chunk_0009	19	2	provisional
首	U+9996	0x8A87	1x1,1x2	9	chunk_0009	19	8	provisional
席	U+5E2D	0x8A88	1x1,1x2	3	chunk_0009	19	3	provisional
市	U+5E02	0x8A89	1x1,1x2	5	chunk_0009	19	4	provisional
营	U+8425	0x8A8A	1x1,1x2	4	chunk_0009	19	3	provisional
销	U+9500	0x8A8B	1x1,1x2	3	chunk_0009	19	2	provisional
慎	U+614E	0x8A8C	1x1,1x2	2	chunk_0009	19	2	provisional
莇	U+8387	0x8A8D	1x1,1x2	1	chunk_0009	19	1	provisional
隆	U+9686	0x8A8E	1x1,1x2	3	chunk_0009	19	3	provisional
售	U+552E	0x8A8F	1x1,1x2	6	chunk_0009	20	6	provisional
坪	U+576A	0x8A90	1x1,1x2	2	chunk_0009	20	2	provisional
公	U+516C	0x8A91	1x1,1x2	7	chunk_0009	20	7	provisional
金	U+91D1	0x8A92	1x1,1x2	26	chunk_0009	20	22	provisional
直	U+76F4	0x8A93	1x1,1x2	17	chunk_0009	20	16	provisional
寺	U+5BFA	0x8A95	1x1,1x2	1	chunk_0009	20	1	provisional
协	U+534F	0x8A96	1x1,1x2	6	chunk_0009	21	5	provisional
泰	U+6CF0	0x8A97	1x1,1x2	2	chunk_0009	21	2	provisional
泽	U+6CFD	0x8A98	1x1,1x2	1	chunk_0009	21	1	provisional
文	U+6587	0x8A99	1x1,1x2	60	chunk_0009	21	56	provisional
博	U+535A	0x8A9A	1x1,1x2	3	chunk_0009	21	3	provisional
岩	U+5CA9	0x8A9B	1x1,1x2	33	chunk_0009	21	32	provisional
崎	U+5D0E	0x8A9C	1x1,1x2	10	chunk_0009	21	8	provisional
北	U+5317	0x8A9D	1x1,1x2	8	chunk_0009	21	8	provisional
洼	U+6D3C	0x8A9E	1x1,1x2	1	chunk_0009	21	1	provisional
房	U+623F	0x8A9F	1x1,1x2	5	chunk_0009	21	5	provisional
祐	U+7950	0x8AA0	1x1,1x2	1	chunk_0009	21	1	provisional
希	U+5E0C	0x8AA1	1x1,1x2	2	chunk_0009	21	2	provisional
（	U+FF08	0x8AA2	1x1,1x2	42	chunk_0009	21	42	provisional
为	U+4E3A	0x8AA3	1x1,1x2	280	chunk_0009	21	258	provisional
株	U+682A	0x8AA4	1x1,1x2	1	chunk_0009	21	1	provisional
式	U+5F0F	0x8AA5	1x1,1x2	10	chunk_0009	21	10	provisional
）	U+FF09	0x8AA6	1x1,1x2	43	chunk_0009	21	43	provisional
主	U+4E3B	0x8AA8	1x1,1x2	22	chunk_0009	22	22	provisional
调	U+8C03	0x8AA9	1x1,1x2	18	chunk_0009	22	17	provisional
梢	U+68A2	0x8AAB	1x1,1x2	1	chunk_0009	22	1	provisional
宏	U+5B8F	0x8AAC	1x1,1x2	3	chunk_0009	22	3	provisional
裕	U+88D5	0x8AAD	1x1,1x2	1	chunk_0009	22	1	provisional
稻	U+7A3B	0x8AAE	1x1,1x2	1	chunk_0009	22	1	provisional
垣	U+57A3	0x8AAF	1x1,1x2	1	chunk_0009	22	1	provisional
程	U+7A0B	0x8AB0	1x1,1x2	19	chunk_0009	23	16	provisional
序	U+5E8F	0x8AB2	1x1,1x2	4	chunk_0009	23	3	provisional
鹤	U+9E64	0x8AB3	1x1,1x2	17	chunk_0009	23	15	provisional
卷	U+5377	0x8AB4	1x1,1x2	71	chunk_0009	23	70	provisional
雅	U+96C5	0x8AB5	1x1,1x2	2	chunk_0009	23	2	provisional
桥	U+6865	0x8AB6	1x1,1x2	3	chunk_0009	23	3	provisional
八	U+516B	0x8AB7	1x1,1x2	39	chunk_0009	23	33	provisional
岛	U+5C9B	0x8AB8	1x1,1x2	18	chunk_0009	23	14	provisional
介	U+4ECB	0x8AB9	1x1,1x2	4	chunk_0009	23	3	provisional
穗	U+7A57	0x8ABA	1x1,1x2	4	chunk_0009	24	3	provisional
丰	U+4E30	0x8ABB	1x1,1x2	2	chunk_0009	24	2	provisional
设	U+8BBE	0x8ABC	1x1,1x2	58	chunk_0009	24	39	provisional
计	U+8BA1	0x8ABD	1x1,1x2	8	chunk_0009	24	8	provisional
师	U+5E08	0x8ABE	1x1,1x2	52	chunk_0009	24	43	provisional
铃	U+94C3	0x8ABF	1x1,1x2	5	chunk_0009	24	5	provisional
元	U+5143	0x8AC0	1x1,1x2	3	chunk_0009	24	3	provisional
盐	U+76D0	0x8AC1	1x1,1x2	1	chunk_0009	25	1	provisional
见	U+89C1	0x8AC2	1x1,1x2	27	chunk_0009	25	27	provisional
惠	U+60E0	0x8AC3	1x1,1x2	5	chunk_0009	25	4	provisional
菊	U+83CA	0x8AC4	1x1,1x2	1	chunk_0009	25	1	provisional
贵	U+8D35	0x8AC5	1x1,1x2	1	chunk_0009	25	1	provisional
绫	U+7EEB	0x8AC6	1x1,1x2	1	chunk_0009	25	1	provisional
滨	U+6EE8	0x8AC7	1x1,1x2	1	chunk_0009	25	1	provisional
矶	U+77F6	0x8AC8	1x1,1x2	1	chunk_0009	25	1	provisional
佳	U+4F73	0x8AC9	1x1,1x2	2	chunk_0009	25	2	provisional
乐	U+4E50	0x8ACA	1x1,1x2	10	chunk_0009	26	10	provisional
室	U+5BA4	0x8ACB	1x1,1x2	3	chunk_0009	26	3	provisional
宫	U+5BAB	0x8ACC	1x1,1x2	8	chunk_0009	26	7	provisional
永	U+6C38	0x8ACD	1x1,1x2	7	chunk_0009	26	3	provisional
典	U+5178	0x8ACE	1x1,1x2	1	chunk_0009	26	1	provisional
步	U+6B65	0x8ACF	1x1,1x2	10	chunk_0009	26	10	provisional
纯	U+7EAF	0x8AD0	1x1,1x2	2	chunk_0009	26	2	provisional
斋	U+658B	0x8AD1	1x1,1x2	1	chunk_0009	27	1	provisional
勇	U+52C7	0x8AD2	1x1,1x2	4	chunk_0009	27	4	provisional
松	U+677E	0x8AD3	1x1,1x2	21	chunk_0009	27	20	provisional
平	U+5E73	0x8AD4	1x1,1x2	16	chunk_0009	27	16	provisional
柳	U+67F3	0x8AD5	1x1,1x2	2	chunk_0009	27	2	provisional
圭	U+572D	0x8AD6	1x1,1x2	1	chunk_0009	27	1	provisional
导	U+5BFC	0x8AD7	1x1,1x2	6	chunk_0009	28	4	provisional
二	U+4E8C	0x8AD8	1x1,1x2	15	chunk_0009	28	14	provisional
托	U+6258	0x8AD9	1x1,1x2	18	chunk_0009	28	18	provisional
塞	U+585E	0x8ADA	1x1,1x2	1	chunk_0009	28	1	provisional
剧	U+5267	0x8ADC	1x1,1x2	22	chunk_0009	29	13	provisional
坂	U+5742	0x8ADE	1x1,1x2	1	chunk_0009	29	1	provisional
创	U+521B	0x8ADF	1x1,1x2	4	chunk_0009	29	4	provisional
案	U+6848	0x8AE0	1x1,1x2	2	chunk_0009	29	2	provisional
欧	U+6B27	0x8AE3	1x1,1x2	1	chunk_0009	29	1	provisional
科	U+79D1	0x8AE4	1x1,1x2	4	chunk_0009	29	4	provisional
吉	U+5409	0x8AE5	1x1,1x2	19	chunk_0009	29	18	provisional
武	U+6B66	0x8AE6	1x1,1x2	32	chunk_0009	29	30	provisional
男	U+7537	0x8AE7	1x1,1x2	8	chunk_0009	29	8	provisional
插	U+63D2	0x8AE8	1x1,1x2	5	chunk_0009	30	4	provisional
图	U+56FE	0x8AE9	1x1,1x2	8	chunk_0009	30	7	provisional
包	U+5305	0x8AEA	1x1,1x2	11	chunk_0009	30	11	provisional
麿	U+9EBF	0x8AEB	1x1,1x2	1	chunk_0009	30	1	provisional
清	U+6E05	0x8AEC	1x1,1x2	4	chunk_0009	30	4	provisional
稿	U+7A3F	0x8AED	1x1,1x2	1	chunk_0009	30	1	provisional
泷	U+6CF7	0x8AEE	1x1,1x2	1	chunk_0009	30	1	provisional
礼	U+793C	0x8AEF	1x1,1x2	10	chunk_0009	30	10	provisional
录	U+5F55	0x8AF0	1x1,1x2	9	chunk_0009	31	7	provisional
春	U+6625	0x8AF2	1x1,1x2	21	chunk_0009	31	21	provisional
响	U+54CD	0x8AF3	1x1,1x2	9	chunk_0009	31	7	provisional
舍	U+820D	0x8AF4	1x1,1x2	5	chunk_0009	31	5	provisional
负	U+8D1F	0x8AF5	1x1,1x2	11	chunk_0009	31	11	provisional
责	U+8D23	0x8AF6	1x1,1x2	2	chunk_0009	31	2	provisional
监	U+76D1	0x8AF7	1x1,1x2	2	chunk_0009	32	2	provisional
修	U+4FEE	0x8AF8	1x1,1x2	27	chunk_0009	32	22	provisional
编	U+7F16	0x8AF9	1x1,1x2	1	chunk_0009	32	1	provisional
辑	U+8F91	0x8AFA	1x1,1x2	1	chunk_0009	32	1	provisional
部	U+90E8	0x8AFB	1x1,1x2	72	chunk_0009	32	62	provisional
矢	U+77E2	0x8AFC	1x1,1x2	1	chunk_0009	32	1	provisional
版	U+7248	0x8B40	1x1,1x2	13	chunk_0009	32	10	provisional
权	U+6743	0x8B41	1x1,1x2	1	chunk_0009	32	1	provisional
事	U+4E8B	0x8B42	1x1,1x2	162	chunk_0009	32	154	provisional
业	U+4E1A	0x8B44	1x1,1x2	5	chunk_0009	32	3	provisional
牛	U+725B	0x8B45	1x1,1x2	4	chunk_0009	32	4	provisional
东	U+4E1C	0x8B46	1x1,1x2	33	chunk_0009	32	31	provisional
京	U+4EAC	0x8B47	1x1,1x2	8	chunk_0009	32	7	provisional
电	U+7535	0x8B48	1x1,1x2	88	chunk_0009	32	85	provisional
视	U+89C6	0x8B49	1x1,1x2	3	chunk_0009	32	3	provisional
台	U+53F0	0x8B4A	1x1,1x2	6	chunk_0009	32	6	provisional
容	U+5BB9	0x8B4B	1x1,1x2	46	chunk_0009	32	18	provisional
局	U+5C40	0x8B4C	1x1,1x2	2	chunk_0009	32	2	provisional
丑	U+4E11	0x8B4D	1x1,1x2	2	chunk_0009	33	2	provisional
植	U+690D	0x8B4E	1x1,1x2	1	chunk_0009	33	1	provisional
间	U+95F4	0x8B4F	1x1,1x2	38	chunk_0009	33	38	provisional
晶	U+6676	0x8B50	1x1,1x2	26	chunk_0009	33	26	provisional
达	U+8FBE	0x8B51	1x1,1x2	7	chunk_0009	33	6	provisional
登	U+767B	0x8B52	1x1,1x2	25	chunk_0009	33	10	provisional
©	U+00A9	0x8B54	1x1,1x2	2	chunk_0009	34	1	provisional
斯	U+65AF	0x8B55	1x1,1x2	6	chunk_0009	34	6	provisional
谢	U+8C22	0x8B56	1x1,1x2	31	chunk_0009	35	22	provisional
续	U+7EED	0x8B57	1x1,1x2	32	chunk_0010	0	32	provisional
请	U+8BF7	0x8B58	1x1,1x2	110	chunk_0010	0	99	provisional
购	U+8D2D	0x8B59	1x1,1x2	21	chunk_0010	0	12	provisional
买	U+4E70	0x8B5A	1x1,1x2	36	chunk_0010	0	29	provisional
游	U+6E38	0x8B5B	1x1,1x2	15	chunk_0010	0	13	provisional
戏	U+620F	0x8B5C	1x1,1x2	16	chunk_0010	0	13	provisional
体	U+4F53	0x8B5D	1x1,1x2	165	chunk_0010	0	119	provisional
验	U+9A8C	0x8B5E	1x1,1x2	9	chunk_0010	0	5	provisional
与	U+4E0E	0x8B5F	1x1,1x2	46	chunk_0010	0	30	provisional
冒	U+5192	0x8B60	1x1,1x2	7	chunk_0010	0	7	provisional
险	U+9669	0x8B61	1x1,1x2	27	chunk_0010	0	27	provisional
等	U+7B49	0x8B62	1x1,1x2	76	chunk_0010	0	57	provisional
信	U+4FE1	0x8B63	1x1,1x2	68	chunk_0010	0	50	provisional
国	U+56FD	0x8B64	1x1,1x2	32	chunk_0010	0	30	provisional
展	U+5C55	0x8B65	1x1,1x2	4	chunk_0010	0	4	provisional
开	U+5F00	0x8B66	1x1,1x2	101	chunk_0010	0	85	provisional
热	U+70ED	0x8B68	1x1,1x2	61	chunk_0010	0	51	provisional
化	U+5316	0x8B69	1x1,1x2	52	chunk_0010	0	52	provisional
密	U+5BC6	0x8B6A	1x1,1x2	11	chunk_0010	1	7	provisional
码	U+7801	0x8B6B	1x1,1x2	27	chunk_0010	1	22	provisional
奴	U+5974	0x8B6C	1x1,1x2	1	chunk_0010	1	1	provisional
知	U+77E5	0x8B6D	1x1,1x2	64	chunk_0010	1	62	provisional
乎	U+4E4E	0x8B6E	1x1,1x2	17	chunk_0010	1	14	provisional
始	U+59CB	0x8B6F	1x1,1x2	34	chunk_0010	2	22	provisional
什	U+4EC0	0x8B70	1x1,1x2	173	chunk_0020	3	165	provisional
句	U+53E5	0x8B71	1x1,1x2	5	chunk_0020	3	4	provisional
感	U+611F	0x8B73	1x1,1x2	21	chunk_0020	4	21	provisional
得	U+5F97	0x8B74	1x1,1x2	213	chunk_0020	4	186	provisional
早	U+65E9	0x8B75	1x1,1x2	11	chunk_0020	5	11	provisional
约	U+7EA6	0x8B76	1x1,1x2	5	chunk_0020	5	5	provisional
挺	U+633A	0x8B77	1x1,1x2	13	chunk_0020	6	13	provisional
意	U+610F	0x8B78	1x1,1x2	43	chunk_0020	6	43	provisional
思	U+601D	0x8B79	1x1,1x2	14	chunk_0020	6	14	provisional
邀	U+9080	0x8B7A	1x1,1x2	1	chunk_0020	7	1	provisional
哎	U+54CE	0x8B7B	1x1,1x2	27	chunk_0020	9	25	provisional
喜	U+559C	0x8B7C	1x1,1x2	9	chunk_0020	9	9	provisional
欢	U+6B22	0x8B7D	1x1,1x2	30	chunk_0020	9	28	provisional
家	U+5BB6	0x8B7E	1x1,1x2	130	chunk_0020	10	130	provisional
伙	U+4F19	0x8B80	1x1,1x2	83	chunk_0020	10	81	provisional
然	U+7136	0x8B81	1x1,1x2	67	chunk_0020	10	67	provisional
搞	U+641E	0x8B82	1x1,1x2	6	chunk_0020	10	6	provisional
懂	U+61C2	0x8B83	1x1,1x2	6	chunk_0020	10	6	provisional
哦	U+54E6	0x8B84	1x1,1x2	271	chunk_0022	2	193	provisional
心	U+5FC3	0x8B85	1x1,1x2	199	chunk_0022	2	186	provisional
棒	U+68D2	0x8B86	1x1,1x2	30	chunk_0022	3	27	provisional
啦	U+5566	0x8B87	1x1,1x2	103	chunk_0022	3	97	provisional
觉	U+89C9	0x8B88	1x1,1x2	28	chunk_0022	4	26	provisional
劲	U+52B2	0x8B89	1x1,1x2	12	chunk_0022	4	12	provisional
马	U+9A6C	0x8B8A	1x1,1x2	22	chunk_0022	7	19	provisional
发	U+53D1	0x8B8B	1x1,1x2	88	chunk_0022	7	79	provisional
绕	U+7ED5	0x8B8C	1x1,1x2	1	chunk_0022	7	1	provisional
叶	U+53F6	0x8B8D	1x1,1x2	151	chunk_0022	7	142	provisional
跑	U+8DD1	0x8B8E	1x1,1x2	8	chunk_0022	7	7	provisional
圈	U+5708	0x8B8F	1x1,1x2	2	chunk_0022	7	2	provisional
嘞	U+561E	0x8B91	1x1,1x2	7	chunk_0022	8	7	provisional
拿	U+62FF	0x8B92	1x1,1x2	29	chunk_0022	8	27	provisional
冲	U+51B2	0x8B93	1x1,1x2	10	chunk_0022	8	10	provisional
仙	U+4ED9	0x8B94	1x1,1x2	28	chunk_0024	0	28	provisional
陪	U+966A	0x8B95	1x1,1x2	5	chunk_0024	1	5	provisional
讨	U+8BA8	0x8B96	1x1,1x2	1	chunk_0024	2	1	provisional
厌	U+538C	0x8B97	1x1,1x2	1	chunk_0024	2	1	provisional
可	U+53EF	0x8B98	1x1,1x2	256	chunk_0024	3	222	provisional
快	U+5FEB	0x8B99	1x1,1x2	61	chunk_0024	5	59	provisional
个	U+4E2A	0x8B9A	1x1,1x2	287	chunk_0024	5	270	provisional
漂	U+6F02	0x8B9B	1x1,1x2	5	chunk_0024	5	5	provisional
亮	U+4EAE	0x8B9C	1x1,1x2	6	chunk_0024	5	6	provisional
听	U+542C	0x8B9D	1x1,1x2	29	chunk_0024	7	27	provisional
进	U+8FDB	0x8B9F	1x1,1x2	89	chunk_0024	7	78	provisional
～	U+FF5E	0x8BA0	1x1,1x2	39	chunk_0024	7	23	provisional
诱	U+8BF1	0x8BA1	1x1,1x2	15	chunk_0024	9	13	provisional
♪	U+266A	0x8BA2	1x1,1x2	22	chunk_0024	10	17	provisional
嘛	U+561B	0x8BA3	1x1,1x2	37	chunk_0024	10	37	provisional
—	U+2014	0x8BA4	1x1,1x2	53	chunk_0024	11	23	provisional
单	U+5355	0x8BA5	1x1,1x2	20	chunk_0024	12	19	provisional
、	U+3001	0x8BA6	1x1,1x2	70	chunk_0026	1	48	provisional
恶	U+6076	0x8BA7	1x1,1x2	28	chunk_0026	2	24	provisional
难	U+96BE	0x8BA8	1x1,1x2	22	chunk_0026	3	22	provisional
嗯	U+55EF	0x8BA9	1x1,1x2	64	chunk_0026	4	57	provisional
呼	U+547C	0x8BAA	1x1,1x2	16	chunk_0026	5	13	provisional
刚	U+521A	0x8BAC	1x1,1x2	33	chunk_0026	6	33	provisional
才	U+624D	0x8BAE	1x1,1x2	67	chunk_0026	6	63	provisional
沉	U+6C89	0x8BAF	1x1,1x2	2	chunk_0026	6	2	provisional
默	U+9ED8	0x8BB0	1x1,1x2	1	chunk_0026	6	1	provisional
气	U+6C14	0x8BB1	1x1,1x2	86	chunk_0026	6	82	provisional
咦	U+54A6	0x8BB2	1x1,1x2	23	chunk_0026	8	22	provisional
吊	U+540A	0x8BB3	1x1,1x2	3	chunk_0026	9	3	provisional
车	U+8F66	0x8BB4	1x1,1x2	10	chunk_0026	9	10	provisional
像	U+50CF	0x8BB5	1x1,1x2	76	chunk_0026	10	76	provisional
入	U+5165	0x8BB7	1x1,1x2	90	chunk_0026	10	70	provisional
迷	U+8FF7	0x8BB8	1x1,1x2	14	chunk_0026	10	12	provisional
竟	U+7ADF	0x8BB9	1x1,1x2	12	chunk_0027	0	12	provisional
偶	U+5076	0x8BBA	1x1,1x2	28	chunk_0027	1	17	provisional
尔	U+5C14	0x8BBB	1x1,1x2	30	chunk_0027	1	19	provisional
抢	U+62A2	0x8BBC	1x1,1x2	6	chunk_0028	1	4	provisional
领	U+9886	0x8BBD	1x1,1x2	5	chunk_0028	2	5	provisional
宽	U+5BBD	0x8BBE	1x1,1x2	3	chunk_0028	3	3	provisional
额	U+989D	0x8BBF	1x1,1x2	3	chunk_0028	3	3	provisional
败	U+8D25	0x8BC0	1x1,1x2	17	chunk_0028	4	17	provisional
叫	U+53EB	0x8BC1	1x1,1x2	11	chunk_0028	4	11	provisional
猪	U+732A	0x8BC2	1x1,1x2	6	chunk_0028	4	4	provisional
赢	U+8D62	0x8BC3	1x1,1x2	9	chunk_0028	6	5	provisional
爽	U+723D	0x8BC4	1x1,1x2	2	chunk_0028	6	2	provisional
咔	U+5494	0x8BC8	1x1,1x2	37	chunk_0029	0	14	provisional
嚓	U+5693	0x8BC9	1x1,1x2	35	chunk_0029	0	13	provisional
睡	U+7761	0x8BCB	1x1,1x2	19	chunk_0029	5	17	provisional
路	U+8DEF	0x8BCC	1x1,1x2	20	chunk_0029	6	18	provisional
吃	U+5403	0x8BCD	1x1,1x2	34	chunk_0029	6	32	provisional
院	U+9662	0x8BCE	1x1,1x2	18	chunk_0030	0	18	provisional
都	U+90FD	0x8BCF	1x1,1x2	88	chunk_0030	0	86	provisional
砂	U+7802	0x8BD0	1x1,1x2	86	chunk_0030	1	83	provisional
隐	U+9690	0x8BD1	1x1,1x2	96	chunk_0030	1	93	provisional
啥	U+5565	0x8BD2	1x1,1x2	7	chunk_0030	1	7	provisional
闹	U+95F9	0x8BD3	1x1,1x2	12	chunk_0030	2	7	provisional
带	U+5E26	0x8BD4	1x1,1x2	55	chunk_0030	3	55	provisional
逛	U+901B	0x8BD5	1x1,1x2	4	chunk_0030	3	2	provisional
死	U+6B7B	0x8BD6	1x1,1x2	44	chunk_0030	4	38	provisional
排	U+6392	0x8BD7	1x1,1x2	8	chunk_0031	1	7	provisional
坐	U+5750	0x8BD8	1x1,1x2	9	chunk_0031	1	9	provisional
必	U+5FC5	0x8BD9	1x1,1x2	25	chunk_0031	2	24	provisional
非	U+975E	0x8BDA	1x1,1x2	16	chunk_0031	2	16	provisional
酷	U+9177	0x8BDB	1x1,1x2	2	chunk_0031	3	2	provisional
抱	U+62B1	0x8BDC	1x1,1x2	9	chunk_0031	7	9	provisional
歉	U+6B49	0x8BDD	1x1,1x2	7	chunk_0031	7	7	provisional
糟	U+7CDF	0x8BDE	1x1,1x2	17	chunk_0031	10	17	provisional
办	U+529E	0x8BDF	1x1,1x2	35	chunk_0031	11	35	provisional
转	U+8F6C	0x8BE1	1x1,1x2	14	chunk_0031	12	11	provisional
身	U+8EAB	0x8BE2	1x1,1x2	106	chunk_0031	12	98	provisional
哥	U+54E5	0x8BE4	1x1,1x2	14	chunk_0032	1	10	provisional
眼	U+773C	0x8BE5	1x1,1x2	40	chunk_0032	2	34	provisional
输	U+8F93	0x8BE6	1x1,1x2	31	chunk_0033	1	17	provisional
给	U+7ED9	0x8BE7	1x1,1x2	120	chunk_0033	1	116	provisional
当	U+5F53	0x8BE8	1x1,1x2	36	chunk_0033	4	36	provisional
青	U+9752	0x8BE9	1x1,1x2	27	chunk_0033	4	26	provisional
精	U+7CBE	0x8BEA	1x1,1x2	20	chunk_0033	5	16	provisional
唉	U+5509	0x8BEB	1x1,1x2	6	chunk_0033	7	6	provisional
呜	U+545C	0x8BEC	1x1,1x2	36	chunk_0034	0	31	provisional
比	U+6BD4	0x8BED	1x1,1x2	23	chunk_0034	0	22	provisional
哭	U+54ED	0x8BEE	1x1,1x2	3	chunk_0034	1	3	provisional
流	U+6D41	0x8BF0	1x1,1x2	19	chunk_0034	2	16	provisional
泪	U+6CEA	0x8BF1	1x1,1x2	3	chunk_0034	2	3	provisional
老	U+8001	0x8BF2	1x1,1x2	71	chunk_0035	1	68	provisional
许	U+8BB8	0x8BF3	1x1,1x2	24	chunk_0035	2	24	provisional
眨	U+7728	0x8BF4	1x1,1x2	2	chunk_0035	2	2	provisional
俯	U+4FEF	0x8BF5	1x1,1x2	3	chunk_0035	3	3	provisional
卧	U+5367	0x8BF6	1x1,1x2	6	chunk_0035	3	4	provisional
撑	U+6491	0x8BF7	1x1,1x2	6	chunk_0035	3	6	provisional
仰	U+4EF0	0x8BF8	1x1,1x2	3	chunk_0035	3	3	provisional
各	U+5404	0x8BF9	1x1,1x2	25	chunk_0035	3	23	provisional
如	U+5982	0x8BFA	1x1,1x2	44	chunk_0035	4	43	provisional
此	U+6B64	0x8BFB	1x1,1x2	32	chunk_0035	4	30	provisional
算	U+7B97	0x8BFC	1x1,1x2	21	chunk_0035	4	21	provisional
锻	U+953B	0x8C40	1x1,1x2	7	chunk_0035	4	7	provisional
炼	U+70BC	0x8C41	1x1,1x2	17	chunk_0035	4	17	provisional
规	U+89C4	0x8C42	1x1,1x2	19	chunk_0035	5	17	provisional
则	U+5219	0x8C43	1x1,1x2	20	chunk_0035	5	18	provisional
找	U+627E	0x8C44	1x1,1x2	67	chunk_0036	2	63	provisional
商	U+5546	0x8C45	1x1,1x2	17	chunk_0036	2	15	provisional
因	U+56E0	0x8C46	1x1,1x2	28	chunk_0036	4	28	provisional
歹	U+6B79	0x8C47	1x1,1x2	1	chunk_0036	4	1	provisional
姐	U+59D0	0x8C48	1x1,1x2	19	chunk_0036	4	15	provisional
随	U+968F	0x8C49	1x1,1x2	21	chunk_0036	8	20	provisional
已	U+5DF2	0x8C4A	1x1,1x2	120	chunk_0038	0	109	provisional
长	U+957F	0x8C4B	1x1,1x2	27	chunk_0038	0	25	provisional
担	U+62C5	0x8C4C	1x1,1x2	16	chunk_0038	1	16	provisional
